TELERIDE_NUMBER,STOP_NAME,STATUS,point
6832,EB Aspen Hills DR @ Aspen Hills WY SW,ACTIVE,POINT (-114.219939485055 51.0417384122211)
8480,SB Signall Hill DR @ 26 AV SW,ACTIVE,POINT (-114.182702201662 51.0298976614649)
2004,Manchester Stop 4,INACTIVE,POINT (-114.050227396802 51.0255809746711)
4513,NB Ogden RD @ Millican RD SE,ACTIVE,POINT (-114.010347802026 51.0004347754431)
2071,WB Sage Valley Dr @ Shaganappi Tr NW,INACTIVE,POINT (-114.158403797284 51.1804185010574)
9168,NB Lake Bonavista DR @ Lake Sundance CR SE,ACTIVE,POINT (-114.035396116494 50.9393676617254)
3682,EB Hamptons DR @ Hamptons LI NW,ACTIVE,POINT (-114.139220630824 51.1451773703787)
8615,WB 34 AV SW @ Sierra Morena RD,ACTIVE,POINT (-114.185007701086 51.0233961104856)
5608,NB 8 ST SW @ Durham AV,ACTIVE,POINT (-114.08256830591 51.0342118950851)
8909,NB 42 ST SE @ 110 AV SE,ACTIVE,POINT (-113.973853410309 50.9566416077276)
4143,WB 80 AV NE @ Saddlemount WY,INACTIVE,POINT (-113.941467510402 51.1252832295112)
4341,WB 28 AV NE @ Pineland RD,ACTIVE,POINT (-113.9450125682 51.0780710494223)
6630,NB 14 ST NW @ 14 AV NW,INACTIVE,POINT (-114.093914695051 51.0651132784548)
7954,EB @ Holy Cross Care Ctr SW,ACTIVE,POINT (-114.09701576062 50.9915944221839)
4733,WB  Sage Valley BV @ Sage Valley RD NW,ACTIVE,POINT (-114.150494305948 51.1759895205924)
5833,NB 1 ST SW @ 8 AV SW farside,ACTIVE,POINT (-114.06534435533 51.0460313446937)
5036,EB Bowness RD @ Point DR NW NLeg,ACTIVE,POINT (-114.145915814638 51.0619071688182)
5127,WB Dalhart RD @ Dalgleish RD NW,ACTIVE,POINT (-114.152219904948 51.1086985973805)
9909,Anderson LRT Station,INACTIVE,POINT (-114.07359802488 50.9538973632298)
7505,NB 19 ST NE @ Valleyview RD,ACTIVE,POINT (-114.013285291612 51.0713725525868)
6346,NB 37 ST SW @ 17 AV SW,ACTIVE,POINT (-114.141025971795 51.0381853117294)
5438,EB 1 AV NE@ 6 ST NE,ACTIVE,POINT (-114.047693476543 51.053205136242)
7252,SB Sherview DR @ Sherwood BV (South Leg) NW,ACTIVE,POINT (-114.159896653302 51.162121099136)
2576,WB Airport TR @ 60 St NE (proposed),INACTIVE,POINT (-113.947353599204 51.1398219714839)
6847,WB Laguna WY @ Catalina BV NE,ACTIVE,POINT (-113.93185569406 51.0841936410313)
5976,EB Canyon Meadows DR @ Elbow DR SW,ACTIVE,POINT (-114.084269896761 50.9391419767301)
8957,SB 45 ST SW @ 29 AV SW,ACTIVE,POINT (-114.152668766389 51.0283956370255)
7299,NB 1A ST SW @ 40 AV SW,INACTIVE,POINT (-114.066907674161 51.0181324310309)
5448,WB 6 AV SW@ 14 ST SW,ACTIVE,POINT (-114.093950572771 51.0463149612349)
2294,WB Country Hills BV @ Stonehill DR NE,ACTIVE,POINT (-114.00794170317 51.1545170402063)
2115,EB Auburn Bay DR @ 56 ST SE,ACTIVE,POINT (-113.947541504789 50.8991676055273)
7814,NB 4 ST SW @ 20 AV SW,ACTIVE,POINT (-114.071367017507 51.0356135416253)
2054,NB Kincora Ga @ Shaganappi Tr NW,ACTIVE,POINT (-114.14759407855 51.1662297919162)
3557,EB 112 AV NW @ 110 AV NW,ACTIVE,POINT (-114.190067890978 51.1541048756678)
2382,SB Savanna ST @ Savanna BV NE,ACTIVE,POINT (-113.952531219487 51.1340914827509)
9082,SB 19 ST NW @ Chicoutimi DR,ACTIVE,POINT (-114.108697814651 51.0816887828531)
7812,NB Laguna WY @ Anaheim CI NE,INACTIVE,POINT (-113.926845527397 51.0886764088289)
6943,SB  Sunlake RD @ Sunmills DR SE,ACTIVE,POINT (-114.038524496346 50.8975389940085)
8059,NB Riverbend DR @ Riverbirch CR SE,ACTIVE,POINT (-114.018633278566 50.9781590789724)
9506,WB Hamptons DR @ Hamptons HT NW,ACTIVE,POINT (-114.144028330904 51.1481381622437)
9839,WB Bowness RD @ 70 ST NW,ACTIVE,POINT (-114.190846817732 51.0890539619249)
9919,NB 24 ST SE @ Quarry PK BV,INACTIVE,POINT (-114.001488304524 50.9637864700065)
2239,NB Legacy Village LI @ Legacy Main ST SE,ACTIVE,POINT (-114.027109222197 50.8620748813359)
9049,NB Northmount DR @ Cornwallis DR NW,ACTIVE,POINT (-114.089262783702 51.0855506085656)
2250,NB Shawville BV @ Shawville GA SE,ACTIVE,POINT (-114.063378407678 50.8998539204209)
7614,WB Harvest Hills DR @ Harvest Park GA NE,ACTIVE,POINT (-114.058054739824 51.1433881162719)
8183,SB 44 ST SE @ 72 AV SE,ACTIVE,POINT (-113.970206231096 50.9890374209081)
5564,WB 37 AV NE @ Barlow TR,ACTIVE,POINT (-114.002651455417 51.0867873612054)
6971,EB Douglasdale BV @ Douglasbank GD SE,ACTIVE,POINT (-114.002396608195 50.942671299633)
5051,WB Kensington RD @ 18 ST NW,ACTIVE,POINT (-114.103077743123 51.0525682670438)
4693,SB 10 ST NE @ N. of 72 AV NE,ACTIVE,POINT (-114.04210760439 51.121083141818)
9136,WB Crestmont BV @ Cresthaven PL SW,ACTIVE,POINT (-114.263956873842 51.086147859763)
8833,EB 17 AV SE @ 31 ST SE,ACTIVE,POINT (-113.988872970301 51.037707024354)
6825,WB 7 Street SW CTrain Station,ACTIVE,POINT (-114.077970657607 51.0469686088252)
6149,WB 8 AV SE @ 52 ST SE,ACTIVE,POINT (-113.959159068882 51.0452664232258)
2437,SB Douglas Glen Term north bay,ACTIVE,POINT (-113.997457941808 50.9534419105423)
6805,NB 39 Avenue CTrain Station,ACTIVE,POINT (-114.06123751192 51.017818942671)
6531,EB 33 AV SW @ W. of Crowchild TR,ACTIVE,POINT (-114.123121261437 51.0246041558187)
8942,NB Signal Hill HT @ Signal Hill CI,INACTIVE,POINT (-114.166969255345 51.0280238892388)
6864,Brentwood LRT Station EB,ACTIVE,POINT (-114.133125070832 51.0870940278276)
2518,SB 33 ST NE @ 12 AV NE,ACTIVE,POINT (-113.986153838715 51.0624190720617)
6496,NB Coach Hill RD @ Coach Bluff CR SW,ACTIVE,POINT (-114.187546330744 51.0575382065003)
5300,NB 1 ST SW@ 6 AV SW,ACTIVE,POINT (-114.065161795667 51.0477897563545)
6237,WB Maryvale DR @ E. of 42 ST NE,ACTIVE,POINT (-113.970372554071 51.05622603192)
6082,SB Silver Springs BV @ Silver Springs RD NW,ACTIVE,POINT (-114.199925750295 51.109923547072)
8770,WB 26 AV SW @ 22 ST SW,ACTIVE,POINT (-114.114240647986 51.0304925049105)
4429,SB 11 ST SE @ 64 AV SE,ACTIVE,POINT (-114.039221152627 50.9949641209854)
8344,WB Edgebrook DR @ Edgebrook LD NW,ACTIVE,POINT (-114.13238334432 51.1364477763567)
7241,EB Arbour Lake WY @ Arbour Estates WY NW,ACTIVE,POINT (-114.196083948866 51.132776622478)
8433,NB Centre ST @ Beddington DR N,ACTIVE,POINT (-114.071312472011 51.1282231008447)
7409,WB 36 AV NE @ 6 ST NE,INACTIVE,POINT (-114.048008568941 51.0850280610166)
2212,WB Legacy CI @ Legacy CM SE,ACTIVE,POINT (-114.012453994594 50.8609447520957)
9206,WB Somerset DR @ Somerset CR SW,ACTIVE,POINT (-114.086302258259 50.8970781146199)
8670,WB 25 AV SW @ 1 ST SW,ACTIVE,POINT (-114.066197731197 51.0305005982637)
5919,EB Ranchview DR @ Ranchview RD NW,ACTIVE,POINT (-114.183486147089 51.1203849326527)
2846,SB 52 ST SE @ 110 AV SE,ACTIVE,POINT (-113.958813520914 50.953419829127)
7424,WB 20 AV NW @ 16 ST NW,ACTIVE,POINT (-114.100224055192 51.0705950234052)
6949,WB Douglasdale BV @ Douglas Woods RI SE,ACTIVE,POINT (-113.996750978851 50.9423462225899)
8697,NB Elbow DR @ Hagar PL SW,ACTIVE,POINT (-114.084669873744 50.9659569854882)
6250,NB Edgemont BV @ Edgemont DR NW,ACTIVE,POINT (-114.153515440576 51.1173740462641)
9965,WB 6 AV SW @ 3 ST SW,INACTIVE,POINT (-114.069716721689 51.0476990558642)
3946,NB 19 ST SE @ 9 AV SE,INACTIVE,POINT (-114.019281157118 51.0358426932235)
7759,Falshire Drive Station (SB),ACTIVE,POINT (-113.950255859512 51.1065163761162)
5114,EB Dalhousie DR @ 54 ST NW,ACTIVE,POINT (-114.164293163077 51.1087044093555)
7690,WB 43 AV NE @ Laguna WY,INACTIVE,POINT (-113.933969685301 51.0917420508008)
8489,WB 50 AV SE @ 52 ST SE,ACTIVE,POINT (-113.959575027532 51.0088560972777)
4092,SB Valley Ridge BV @ Trans Canada Highway NW,ACTIVE,POINT (-114.248959798009 51.087864415471)
9691,WB Saddlefield DR @ Saddlemount BV NE,INACTIVE,POINT (-113.938845750419 51.129694091979)
7673,SB 11 ST SE @ 73 AV SE,ACTIVE,POINT (-114.039784893982 50.9883491022404)
3572,SB Walden GA @ 194 AV SE,ACTIVE,POINT (-114.036362202381 50.8761134546136)
5801,WB 44 AV NE @ Whitefield DR,ACTIVE,POINT (-113.973069735682 51.0925279261072)
4982,EB Martin Crossing Dr @ Martin Crossing GR NE,ACTIVE,POINT (-113.958546040868 51.117714504195)
3960,SB Dalhousie CTrain Station,ACTIVE,POINT (-114.161067563774 51.1034028764309)
8060,WB Riverbend DR @ Riverbirch RD SE,ACTIVE,POINT (-114.022341280964 50.9812221020295)
6548,NB Sarcee RD @ Valour CI SW,ACTIVE,POINT (-114.134580268281 51.0177989159871)
4850,NB 8 ST SW @ 14 AV SW,ACTIVE,POINT (-114.081495049647 51.0403915418625)
7037,EB Douglasbank DR @ Douglasbank CR SE,ACTIVE,POINT (-114.009798267582 50.9460274918972)
5228,NB 10 ST NW@ 2 AV NW,INACTIVE,POINT (-114.085785288069 51.0547735309926)
7128,NB Varsity Estates DR @ Varsity Estates CR NW,ACTIVE,POINT (-114.178546869456 51.1069267396648)
4718,EB Tuscany Estates DR @ Tuscany Glen PA NW,ACTIVE,POINT (-114.248300956372 51.1143467899563)
9064,WB Seton BV @ Auburn Bay ST SE,ACTIVE,POINT (-113.949727079543 50.8842116800563)
6181,NB Marlborough WY@ Maryvale DR NE,ACTIVE,POINT (-113.976785770288 51.0565901242205)
4358,WB Memorial DR @ 47 ST NE,ACTIVE,POINT (-113.964332737659 51.0529928737564)
8351,SB Rocky Vista DR @ Eamon RD NW,ACTIVE,POINT (-114.239689777815 51.1377363050496)
9173,WB Southland DR @ Palliser DR SW,ACTIVE,POINT (-114.10400529324 50.9615181453367)
3845,Brentwood LRT Station,ACTIVE,POINT (-114.132445781553 51.0867625395135)
3729,NB Sierra Morena BV @ Sierra Morena PA SW,ACTIVE,POINT (-114.185563635637 51.0149274817967)
6329,EB Berkshire BV @ 14 ST NW,ACTIVE,POINT (-114.105019854236 51.1316355393315)
9809,44th Street SE Station (EB),ACTIVE,POINT (-113.969292704119 51.0377347517736)
2486,Riverbend Station (SB),ACTIVE,POINT (-114.016022523784 50.9767664889301)
5014,WB 3 AV NW @ 34 ST NW,ACTIVE,POINT (-114.13731793682 51.0582877383238)
8929,69 Street West LRT Station,INACTIVE,POINT (-114.186010185047 51.0369555222251)
4814,NB Fairmount DR @ Fairview DR SE,ACTIVE,POINT (-114.063026613021 50.9879377644785)
8200,WB 6 AV SW @ 3 ST SW,ACTIVE,POINT (-114.06987583605 51.0477102442281)
8219,WB Shawinigan DR @ Shawglen RI SW,ACTIVE,POINT (-114.077355247012 50.9050307831119)
8714,NB Elbow DR @ Mayfair RD SW,ACTIVE,POINT (-114.082829474767 51.0003076466621)
6445,NB Acadia DR @ Mapleton DR SE,ACTIVE,POINT (-114.047210807974 50.9613992512406)
5332,SB 14 ST SW@ 21 AV SW,ACTIVE,POINT (-114.094777637352 51.0351549371853)
4835,NB Fairmount DR @ @ 99 AV SE,ACTIVE,POINT (-114.058583287492 50.9617494065802)
3864,SB Sherwood BV @ Sherwood WY NW,ACTIVE,POINT (-114.146721010699 51.1598879610897)
9238,EB Midvalley DR @ Midvalley RD SE,ACTIVE,POINT (-114.042433049309 50.9130647495325)
4259,SB Acadia DR @ Williow Park DR SE,ACTIVE,POINT (-114.043808450203 50.9595770744376)
3395,Anderson LRT Station,INACTIVE,POINT (-114.074174419461 50.9543336808449)
7054,WB Northmount DR @ Benson RD NW,ACTIVE,POINT (-114.131368327815 51.0942466896851)
9188,SB 114 AV SE @ E. of 24 ST SE,INACTIVE,POINT (-113.996921658583 50.9516884545213)
2276,EB 64 AV NE @ 11 ST NE,ACTIVE,POINT (-114.034978204355 51.1104243198464)
9669,Anderson LRT Station,INACTIVE,POINT (-114.073856043497 50.9539838886252)
8904,SB Rocky Ridge DR @ Rocky Ridge BA NW,ACTIVE,POINT (-114.238306504539 51.1415083006176)
7722,WB 50 AV SW @ 1 ST SW,ACTIVE,POINT (-114.066528158738 51.0087861570206)
6003,EB 1 AV SW @ 7 ST SW,INACTIVE,POINT (-114.076869781871 51.0522120533612)
2387,SB 18 ST NE @ 120 AV NE,ACTIVE,POINT (-114.016819518311 51.1648209176371)
8521,WB Bridlewood AV @ Bridlewood DR SW,ACTIVE,POINT (-114.099895870556 50.8973718915803)
6645,EB 14 AV NW @ 19 ST NW,INACTIVE,POINT (-114.105521374263 51.0650956691309)
4165,NB Richmond RD @ 22 AV SW,INACTIVE,POINT (-114.111102175167 51.0341657458078)
8818,NB Bowness RD @ 33 AV NW,ACTIVE,POINT (-114.17316146795 51.0827988137267)
8391,WB 17 AV SE @ 36 ST SE,INACTIVE,POINT (-113.982947193171 51.0380038125776)
7794,WB 162 AV SW @ Shawbrooke DR,ACTIVE,POINT (-114.090049651284 50.9042687304927)
3542,SB Royal Oak DR @ 100 Royal Birch ME NW,ACTIVE,POINT (-114.215209024989 51.1459971719288)
4313,NB Panorama Hills DR @ Panorama Hills GA NW,ACTIVE,POINT (-114.08401705851 51.1502721621422)
5554,NB Macleod TR @ 55 AV SW,ACTIVE,POINT (-114.070355268683 51.00439378693)
4772,NB Chapparal DR @ Chapala GA SE,ACTIVE,POINT (-114.037628391587 50.8800657026236)
7769,NB 36 ST NE @ S. of 5 AV NE,ACTIVE,POINT (-113.981388606224 51.0560435589396)
7861,SB Hidden Valley DR @ 200 Hidden Valley PL NW,ACTIVE,POINT (-114.097670525649 51.1441897846255)
4747,EB Midpark BV @ Midpark WY SE,ACTIVE,POINT (-114.057754537462 50.9081450850222)
6726,SB 19 ST NW @ 20 AV NW,ACTIVE,POINT (-114.106392217931 51.0701273522583)
9038,EB 40 AV N @ Centre ST N,ACTIVE,POINT (-114.062672381378 51.0886808358908)
3475,WB Mission Rd @ 34 AV SW,ACTIVE,POINT (-114.065121966843 51.0228989425109)
8241,SB Sunmills DR @ Sunvale DR SE,ACTIVE,POINT (-114.047214838254 50.8995673189538)
7096,EB 32 AV NE @ 15A ST NE,ACTIVE,POINT (-114.020038354916 51.0813675190895)
2863,EB Heritage DR @ 11 ST SE,ACTIVE,POINT (-114.038505209339 50.9869377069213)
9221,EB Millrise DR @ Millcrest RD SW,ACTIVE,POINT (-114.086700803671 50.9175697297265)
8168,NB Barlow TR @ 76 AV SE,ACTIVE,POINT (-113.981530159597 50.9862814716841)
4882,NB 4 ST NW @ Blackthorn RD NW,ACTIVE,POINT (-114.071343843115 51.1076257859001)
2350,31st Street NW Station (EB),ACTIVE,POINT (-114.129956794194 51.0817309199807)
4545,NB Centre ST N @ 56 AV N,ACTIVE,POINT (-114.062317372189 51.1030636600476)
4946,WB Coventry Hills WY @ Coville GA NE,ACTIVE,POINT (-114.044516283786 51.1717489360443)
4688,NB 16 ST SW @ 50 AV SW,ACTIVE,POINT (-114.100423055968 51.0091741691586)
3961,SB Fairmount DR @ Willow PK DR SE,ACTIVE,POINT (-114.05927439009 50.9580249011123)
6297,SB McCall WY @ Palmer RD NE,ACTIVE,POINT (-114.007694916897 51.096487287364)
8324,EB Deer Run DR @ Deer Side DR SE,ACTIVE,POINT (-114.000498901764 50.9181917385754)
7778,WB Signal Hill DR @ Signal Hill BA SW,ACTIVE,POINT (-114.170319046284 51.0299310459568)
4967,EB Richardson WY @ Richardson RD SW,INACTIVE,POINT (-114.131281002273 51.0140947859393)
5391,SB 2A ST SE @ N. of 25 AV SE,ACTIVE,POINT (-114.058359817992 51.0326330857128)
2557,EB Redstone DR @ Red Embers LN,ACTIVE,POINT (-113.953508899791 51.168165644429)
6750,Brentwood LRT Station NB,ACTIVE,POINT (-114.132688200474 51.0867684899271)
5146,EB 5 AV SW @ 8 ST SW,ACTIVE,POINT (-114.080211225696 51.0487786497222)
4096,WB Berkshire BV @ Sandstone DR NW,ACTIVE,POINT (-114.089716316984 51.1333421935734)
9096,EB Canyon Meadows DR @ Park Estates DR SE,ACTIVE,POINT (-114.044264626645 50.9292843130132)
7220,SB Hawkwood DR @ Hawkville CL NW,ACTIVE,POINT (-114.183437344293 51.1336328110606)
9523,EB Prestwick CI @ Prestwick ST SE,ACTIVE,POINT (-113.966374098836 50.9265114400837)
9732,NB Auburn Bay BV @ Auburn Sound VW SE,ACTIVE,POINT (-113.963371542107 50.8850570764722)
7846,NB 4 ST SW @ 14 AV SW,ACTIVE,POINT (-114.071363489626 51.0401918550202)
4094,WB Panamount BV @ Panamount HL NW,ACTIVE,POINT (-114.076221797453 51.1593330102176)
7519,WB 27 AV NE @ 21 ST NE,ACTIVE,POINT (-114.009683621115 51.0769652098212)
5569,NB Midvalley DR @ Midvalley WY SE,ACTIVE,POINT (-114.045311522864 50.9147927840949)
7022,EB 3 AV NW @ 37 ST NW,ACTIVE,POINT (-114.140585047295 51.0596989951901)
5275,SB Edmonton TR @ 35 AV NE,ACTIVE,POINT (-114.052369438738 51.0842746769563)
6413,SB Bonaventure DR @ Heritage DR SE,ACTIVE,POINT (-114.068267793115 50.9788577789314)
4646,EB Copperfield BV @ Copperfield MR SE,ACTIVE,POINT (-113.936963711328 50.9107838588429)
6956,EB Coral Springs BV @ Coral Sands PL NE,ACTIVE,POINT (-113.930732264324 51.0985652467022)
9114,NB Woodbine BV @ Woodview DR SW,ACTIVE,POINT (-114.125770037072 50.9418896141751)
7844,NB 4 ST SW @ 3 AV SW,INACTIVE,POINT (-114.071377240308 51.0503744121396)
8356,WB Richardson WY @ Richard RD SW,INACTIVE,POINT (-114.12282220937 51.012624665508)
6204,EB 2 AV SW @ 6 ST SW,ACTIVE,POINT (-114.075503062377 51.0515257078231)
9151,EB Lake Bonavista DR @ Lake Erie RD SE,ACTIVE,POINT (-114.055267474075 50.9454927425632)
7577,SB 36 ST NE @ 32 AV NE,ACTIVE,POINT (-113.982002957732 51.0805978360282)
9787,EB Bowness RD @ 63 ST NW,ACTIVE,POINT (-114.179641726731 51.0854289793744)
6677,NB Crowchild TR @ 17 AV Overpass SW,INACTIVE,POINT (-114.113103030586 51.0376620478683)
7986,EB Chaparral DR @ Chaparral MR SE,ACTIVE,POINT (-114.039280550263 50.8867460576534)
9804,EB 9 AV SE @ 8 ST SE,INACTIVE,POINT (-114.040958205692 51.0431222531748)
5431,NB 4 ST SW@ 11 AV SW,ACTIVE,POINT (-114.071400411529 51.0428174903279)
2544,WB 88 AV NE @ SAVANNA ST,ACTIVE,POINT (-113.952836756589 51.1327088250141)
4671,NB 17 ST SE @ 26 AV SE,ACTIVE,POINT (-114.019058251208 51.0308717685794)
7269,WB Coral Springs BV @ Coral Sands TC NE,ACTIVE,POINT (-113.928918713615 51.0987694443542)
8850,WB 130 AV SE @ 52 ST SE,ACTIVE,POINT (-113.959302918058 50.9317073903262)
2078,SB Shaganappi TR @ 128 AV NW,ACTIVE,POINT (-114.151728716206 51.167271449369)
3697,WB Evanston DR @ Evanspark GD NW,INACTIVE,POINT (-114.115903187637 51.1736759842356)
8516,WB 162 AV SW @ James McKevitt RD,ACTIVE,POINT (-114.100004612677 50.9054611047028)
2901,NB 29 St SW @ RICHMOND RD (Don't USE IT),INACTIVE,POINT (-114.129368096596 51.0266827918602)
7937,WB Morley TR @ 26 AV NW,ACTIVE,POINT (-114.110715856868 51.0770344442627)
9745,EB Auburn Bay BV @ Auburn Bay GT SE,ACTIVE,POINT (-113.960230235079 50.8845560666143)
2219,NB Walden BV SE @ Walden RI SE,ACTIVE,POINT (-114.029747295559 50.8727554933264)
3813,WB Country Village RD @ Coventry Hills WY NE,ACTIVE,POINT (-114.057249509264 51.1628919292932)
6072,NB 53 ST NW @ Varsity Ridge GA,ACTIVE,POINT (-114.164322077172 51.0981993422823)
4266,SB Harvest Hills BV @ Country Hills BV NW,ACTIVE,POINT (-114.065669697727 51.1522793171792)
5073,WB 17 AV SE @ 52 ST SE,ACTIVE,POINT (-113.95951371611 51.0379590574611)
3439,EB Cranston AV @ Cranbrook GD SE,ACTIVE,POINT (-113.97200418554 50.8627484209968)
2291,WB Country Hills BV @ E of Barlow TR NE,ACTIVE,POINT (-113.994620741022 51.1545053567289)
3768,SB 11 ST SW @ 8 AVE SW,INACTIVE,POINT (-114.088756029446 51.0470059112004)
6644,NB 26 ST SE @ Dover Ridge DR,ACTIVE,POINT (-113.998905146154 51.0191297092451)
4560,WB 44 AV NE @ 49 ST NE,ACTIVE,POINT (-113.963454273442 51.0916936907004)
4655,NB Oakfield DR @ Southland DR SW,ACTIVE,POINT (-114.132165428821 50.9617484820518)
4794,SB Cranston BV @ Cranleigh DR SE,ACTIVE,POINT (-113.986593428391 50.8931325924142)
9355,Mount Royal University Station (NB),ACTIVE,POINT (-114.126403643543 51.0109246962411)
6031,NB 19 ST E @ CENTRE AV,ACTIVE,POINT (-114.008288206734 51.0527869703626)
6310,WB 33 AV NW @ Bowwood DR,INACTIVE,POINT (-114.176508496575 51.0824749991524)
9576,EB Saddlemont BV @ Saddlelake GR NE,ACTIVE,POINT (-113.93020995894 51.1296285363558)
5582,WB 11 AV @ 6 ST SW,ACTIVE,POINT (-114.077388008434 51.0428523643383)
4775,SB Chapala DR @ Chapala WY SE,ACTIVE,POINT (-114.029466106003 50.8809734960364)
7837,EB 12 AV SE @ 5 ST SE,ACTIVE,POINT (-114.050568445741 51.0409817248501)
4870,EB 78 AV NW @ Hunterview DR,ACTIVE,POINT (-114.084332400541 51.1230438949871)
6777,SB 36 ST NE @ 26 AV NE,ACTIVE,POINT (-113.981991508774 51.0770238257368)
4910,EB 130 AV SE @ 48 ST SE,ACTIVE,POINT (-113.963926005137 50.9317549260428)
3785,NB 69 ST SW @ 69 Street West LRT Station,ACTIVE,POINT (-114.187355010472 51.0371516242244)
2147,Bridgeland LRT Station (SB 9 ST NE @ McDougall RD),INACTIVE,POINT (-114.04046966629 51.0506035551542)
7701,EB Hidden Valley DR @ Hidden Valley LI NW,ACTIVE,POINT (-114.105712646432 51.1507215044735)
8504,SB 25 ST SE @ 46 AV SE,ACTIVE,POINT (-113.999358589084 51.0127728739052)
5026,WB 48 AV NW @ 85 ST NW,ACTIVE,POINT (-114.211698528709 51.0959396610144)
7530,SB McCall WY @ George Craig BV NE,ACTIVE,POINT (-114.011672234372 51.0941784564158)
9700,WB Panatella BV NW @ Panamount RI NW,ACTIVE,POINT (-114.081407782225 51.1632853865491)
2304,WB 26 AV SW @ 37 ST SW,INACTIVE,POINT (-114.141501883127 51.0301322394234)
6691,NB Edmonton TR @ Greenview DR NE,ACTIVE,POINT (-114.052251720805 51.0917374491108)
9868,WB Cranston DR SE @ Cranston RD SE,ACTIVE,POINT (-113.980752892937 50.8822862378657)
4000,Dalhousie LRT Station WB,ACTIVE,POINT (-114.159000200216 51.1039165902534)
3642,SB 52 ST SE @ 90 AV SE,ACTIVE,POINT (-113.958772992062 50.9715215580113)
4939,NB Shawinigan DR @ Shannon MR SW,ACTIVE,POINT (-114.089592689392 50.9113633924678)
2799,32nd Avenue NE Station (SB),ACTIVE,POINT (-113.958624423967 51.0821943118091)
8008,WB 26 AV SW @ Simcoe BV,ACTIVE,POINT (-114.182851605988 51.0306325367757)
9733,NB Auburn Bay BV @ Auburn Sound GR SE,ACTIVE,POINT (-113.965680869908 50.8875944709572)
4294,NB 20A ST SE @ 78 AV SE,INACTIVE,POINT (-114.010064599608 50.9835618002039)
4754,SB Millrise DR @ Millview RD SW,ACTIVE,POINT (-114.092528686174 50.9169865176764)
7466,WB 6 AV SE @ 1 ST SE,ACTIVE,POINT (-114.059958751526 51.0474789819692)
3384,Woodview Station (SB),ACTIVE,POINT (-114.118200872049 50.9403824747336)
8329,EB 5 AV SW @ 6 ST SW,INACTIVE,POINT (-114.076449300858 51.0486935275298)
7567,EB Sunridge BV @ 29 ST NE,ACTIVE,POINT (-113.99085642721 51.0757620812967)
8707,EB 61 AV SE @ 52 ST SE,ACTIVE,POINT (-113.957003983293 50.9988458896941)
4164,NB Richmond RD @ 17 AV SW,INACTIVE,POINT (-114.111108228898 51.0368193710258)
4426,WB 58 AV SE @ 9 ST SE,ACTIVE,POINT (-114.04132151513 51.0018265843403)
4954,WB 61 AV SE @ 36 ST SE,INACTIVE,POINT (-113.981581530796 50.9991008171898)
7659,NB Catalina BV @ 26 AV NE,ACTIVE,POINT (-113.931325761978 51.0764529373714)
5169,SB 52 ST SE@ 48 AV SE,ACTIVE,POINT (-113.958753420724 51.010516783125)
7444,NB Patterson BV @ Patterson HILL SW,ACTIVE,POINT (-114.178695164644 51.0606491734906)
8978,WB Northmount DR @ Columbia PL NW,ACTIVE,POINT (-114.107196465522 51.087210387616)
5335,SB 14 ST SW@ 30 AV SW,ACTIVE,POINT (-114.0947912725 51.02650221674)
2451,Whitehorn Stn Parking,INACTIVE,POINT (-113.983002926632 51.0870191108345)
8380,EB Richardson WY @ W. of Richard RD SW,INACTIVE,POINT (-114.12713671017 51.0138732532905)
2319,NB 68 ST NE @ 37 AV NE,ACTIVE,POINT (-113.934916949542 51.0867296696527)
6357,SB 52 ST NE @ 23 AV NE,INACTIVE,POINT (-113.95861228722 51.0736316130132)
4377,SB Madigan DR @ Malvern DR NE,ACTIVE,POINT (-113.940638196606 51.0578075548964)
3932,EB  Fish Creek  BV @ Everridge DR SW,ACTIVE,POINT (-114.122434648434 50.9212090130873)
9778,NB Cranston DR @ Cranberry SQ SE,ACTIVE,POINT (-113.976955340272 50.8910607574469)
6666,NB Centre ST N @ 8 AV N,ACTIVE,POINT (-114.062395635958 51.0601511471786)
4230,WB 90 AV SW @ Oakside GA,INACTIVE,POINT (-114.126309404037 50.9744464342707)
4609,NB 6 ST NE @ Radford RD,ACTIVE,POINT (-114.04824489173 51.0618092161401)
6766,NB 52 ST NE @ Madigan DR,ACTIVE,POINT (-113.958151131096 51.062816541121)
7779,SB Signal Hill DR @ Signal Hill WY SW,ACTIVE,POINT (-114.170310649417 51.0265578137082)
7122,EB Varsity Estates DR @ Varsity Estates RI NW,ACTIVE,POINT (-114.166646148621 51.0964028263324)
8853,WB Valley Ridge DR @ Valley Ridge BV NW,ACTIVE,POINT (-114.250533340253 51.0919130239712)
7049,SB Mountain Park DR @ Mount Belcher PL SE,ACTIVE,POINT (-113.994102897206 50.9101293575409)
9668,NB Sunpark GT @ Sunpark PZ SE,ACTIVE,POINT (-114.056823300151 50.9044156251145)
7337,SB 1 ST SW @ 8 AV SW,ACTIVE,POINT (-114.065559074429 51.0457498032468)
9609,EB 62 AV SE @ 18A ST SE,ACTIVE,POINT (-114.014622141033 50.9975847997281)
5037,EB Parkdale BV @ 29 ST NW,ACTIVE,POINT (-114.128853152496 51.0550756981932)
7356,WB 49 AV NE @ Aviation BV,ACTIVE,POINT (-114.03365758993 51.0977161058833)
6512,WB Douglasdale BV @ Douglas Woods WY SE,ACTIVE,POINT (-114.000789497138 50.9424231136483)
